ITEM_ID,SKU,TITLE,QUANTITY,CHANNEL,MARKETPLACE_PRICE,MSHOPS_PRICE,MSHOPS_PRICE_SYNC,CURRENCY_ID,DESCRIPTION,SHIPPING_METHOD_MARKETPLACE,SHIPPING_METHOD_MSHOPS,LISTING_TYPE,FEE_PER_SALE_MARKETPLACE,FEE_PER_SALE_MSHOPS,STATUS,CATEGORY,CATEGORY_ID,ITEM_LINK,URL,IMG
MLB5217152058,001-2412-0082,Death Stranding - Special Edition Steelbook - Ps4,1,Mercado Livre e Mercado Shops,550,490,No Vincular,R$,"Death Stranding - Special Steelbook Edition (PS4) 
 
Edição especial de Death Stranding, o aclamado jogo de Hideo Kojima. Com uma narrativa única, gráficos impressionantes e uma jogabilidade inovadora, esta edição inclui uma case Steelbook exclusiva que destaca ainda mais a experiência imersiva do jogo.

Itens inclusos:
- Jogo Death Stranding (mídia física) 
- Steelbook exclusivo com arte temática
 
Condição: 
- Produto em bom estado, com disco e Steelbook muito bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5217152058,https://www.collectorsguardian.com.br/MLB-5217152058-death-stranding---special-edition-steelbook---ps4-_JM#item_id=MLB5217152058,https://http2.mlstatic.com/D_NQ_NP_911928-MLB81328076935_122024-O.jpg
MLB5217119542,001-2412-0081,Battlefield 1 - Steelbook Edition - Ps4,1,Mercado Livre e Mercado Shops,270,220,No Vincular,R$,"Battlefield 1 - Steelbook Edition (PS4) 
 
Edição especial de Battlefield 1, ambientado na Primeira Guerra Mundial. Oferecendo gráficos impressionantes e batalhas épicas, esta edição inclui uma case Steelbook exclusiva, ideal para colecionadores e fãs da franquia.

Itens inclusos:
- Jogo Battlefield 1 (mídia física) 
- Steelbook exclusivo com arte temática 

- Condição:Steelbook contém marcas de uso visiveis. 
- Imagens reais detalham a condição do produto.

Benefícios comprando conosco:
- Suporte completo para uma transação segura.",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5217119542,https://www.collectorsguardian.com.br/MLB-5217119542-battlefield-1---steelbook-edition---ps4-_JM#item_id=MLB5217119542,https://http2.mlstatic.com/D_NQ_NP_792729-MLB81441946253_122024-O.jpg
MLB5217088296,001-2412-0080,Deus Ex: Mankind Divided - Day One Edition - Ps4,1,Mercado Livre e Mercado Shops,330,285,No Vincular,R$,"Deus Ex: Mankind Divided - Steelbook Edition (PS4) 

Edição Steelbook de Deus Ex: Mankind Divided, uma combinação de RPG e ação ambientada em um mundo cyberpunk cheio de conspirações e escolhas morais.

Itens inclusos:
- Jogo Deus Ex: Mankind Divided (mídia física) 
- Steelbook exclusivo com arte temática 
- Caixa original 

Condição: 
- Produto em excelente estado, com disco e Steelbook muito bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5217088296,https://www.collectorsguardian.com.br/MLB-5217088296-deus-ex:-mankind-divided---day-one-edition---ps4-_JM#item_id=MLB5217088296,https://http2.mlstatic.com/D_NQ_NP_960032-MLA81060397344_122024-O.jpg
MLB5216084908,001-2412-0079,Metro Exodus - Aurora Limited Edition - Ps4,1,Mercado Livre e Mercado Shops,590,480,No Vincular,R$,"Metro Exodus - Aurora Limited Edition (PS4) 
Edição especial de Metro Exodus, 
A Aurora Limited Edition inclui conteúdos exclusivos que complementam a imersão na jornada épica pelo território devastado da Rússia.

Itens inclusos:
- Jogo Metro Exodus (mídia física) 
- Caixa Steelbook exclusiva com arte temática 
- Artbook de capa dura com artes conceituais do jogo 
 
- Produto bom estado, com todos os itens bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura 
- Frete grátis para todo o Brasil 


Explore nosso catálogo para mais opções!",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5216084908,https://www.collectorsguardian.com.br/MLB-5216084908-metro-exodus---aurora-limited-edition---ps4-_JM#item_id=MLB5216084908,https://http2.mlstatic.com/D_NQ_NP_994854-MLB81442104727_122024-O.jpg
MLB5216007502,001-2412-0078,Bloodborne Collectors Edition - Ps4,1,Mercado Livre e Mercado Shops,2300,2150,No Vincular,R$,"Bloodborne - Collector's Edition (PS4)  
Aclamado RPG de ação desenvolvido pela FromSoftware, Bloodborne transporta os jogadores para a cidade gótica de Yharnam.

Itens inclusos:
- Jogo Bloodborne (mídia física)  
- Steelbook exclusivo  
- Artbook com artes conceituais do jogo  
- Caixa especial da edição de colecionador  

Condição: A  
- Produto em excelente estado, com todos os itens bem conservados.  
- Imagens reais detalham a condição do produto.  

Benefícios comprando conosco:
- Suporte completo para uma transação segura  
- Frete grátis para todo o Brasil   

Explore nosso catálogo para mais opções!",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5216007502,https://www.collectorsguardian.com.br/MLB-5216007502-bloodborne-collectors-edition---ps4-_JM#item_id=MLB5216007502,https://http2.mlstatic.com/D_NQ_NP_612241-MLB81442114919_122024-O.jpg
MLB5215981660,001-2412-0077,The Nathan Drake Collection - Special Edition - Ps4,1,Mercado Livre e Mercado Shops,1770,1670,No Vincular,R$,"Uncharted: The Nathan Drake Collection - Special Edition (PS4) 
A edição especial de *Uncharted: The Nathan Drake Collection* traz os três primeiros jogos da icônica franquia remasterizados para o PS4. Vivencie as aventuras de Nathan Drake em uma jornada repleta de ação, mistérios e cenários deslumbrantes.

Itens inclusos:
- Jogo Uncharted:The Nathan Drake Collection (mídia física) 
- Caixa especial com arte exclusiva 
- Artbook com ilustrações dos três jogos 
- Steelbook personalizado 

- Produto em otimo estado, com itens bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215981660,https://www.collectorsguardian.com.br/MLB-5215981660-the-nathan-drake-collection---special-edition---ps4-_JM#item_id=MLB5215981660,https://http2.mlstatic.com/D_NQ_NP_934934-MLB81441471963_122024-O.jpg
MLB5215981658,001-2412-0076,No Man's Sky - Limited Edition - Ps4,1,Mercado Livre e Mercado Shops,650,550,No Vincular,R$,"No Man's Sky - Limited Edition (PS4) 
Edição limitada de No Man's Sky, oferecendo uma experiência de exploração espacial única em um universo gerado proceduralmente. Descubra planetas, enfrente desafios e viva aventuras em uma escala épica.

Itens inclusos:
- Jogo No Man's Sky (mídia física) 
- Steelbook exclusivo com arte temática, com pequenos detalhes.
- Artbook com ilustrações conceituais do universo do jogo 
- Caixa especial da Limited Edition 

- Produto em bom estado, com itens bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215981658,https://www.collectorsguardian.com.br/MLB-5215981658-no-man's-sky---limited-edition---ps4-_JM#item_id=MLB5215981658,https://http2.mlstatic.com/D_NQ_NP_609192-MLB81173828978_122024-O.jpg
MLB5215845426,001-2412-0075,Dying Light - Steelbook Edition Lacrado - Ps4,1,Mercado Livre e Mercado Shops,1200,1000,No Vincular,R$,"Dying Light - Steelbook Edition (PS4) Lacrado
Viva uma experiência intensa de sobrevivência em um mundo infestado por zumbis, com combate dinâmico, parkour e uma narrativa envolvente. 

Itens inclusos:
- Jogo Dying Light (mídia física) 
- Steelbook tematico Lacrado

- Produto em bom estado, 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215845426,https://www.collectorsguardian.com.br/MLB-5215845426-dying-light---steelbook-edition-lacrado---ps4-_JM#item_id=MLB5215845426,https://http2.mlstatic.com/D_NQ_NP_826319-MLB81441949019_122024-O.jpg
MLB5215837614,001-2412-0074,Tom Clancy's The Division 2 - Steelbook Gold Edition - Ps4,1,Mercado Livre e Mercado Shops,290,260,No Vincular,R$,"Tom Clancy's The Division 2 - Steelbook Gold Edition (Lacrado) - PS4 

Edição Steelbook de Tom Clancy's The Division 2, trazendo uma experiência imersiva de ação e estratégia em um mundo pós-apocalíptico. Explore Washington, D.C. em sua missão para restaurar a ordem, com gráficos de última geração e jogabilidade cooperativa.

Itens inclusos:
- Jogo Tom Clancy's The Division 2 (mídia física, lacrado) 
- Steelbook exclusivo Lacrado

Condição: 
- Produto lacrado, em estado impecável. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios grátis,Mercado Envios grátis,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215837614,https://www.collectorsguardian.com.br/MLB-5215837614-tom-clancy's-the-division-2---steelbook-gold-edition---ps4-_JM#item_id=MLB5215837614,https://http2.mlstatic.com/D_NQ_NP_625836-MLB81299990085_122024-O.jpg
MLB5215832260,001-2412-0073,Nioh 2 - Limited Edition - Ps4,1,Mercado Livre e Mercado Shops,440,400,No Vincular,R$,"Nioh 2 - Steelbook e Disco (PS4) 
Jogo de ação e RPG ambientado no Japão feudal, oferecendo combates desafiadores e personalização de personagens. Esta versão inclui o disco e o Steelbook exclusivo.

Itens inclusos:
- Disco do jogo Nioh 2 
- Steelbook exclusivo 
- Artbook

Condição: A 
- Produto em excelente estado, com disco e Steelbook bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215832260,https://www.collectorsguardian.com.br/MLB-5215832260-nioh-2---limited-edition---ps4-_JM#item_id=MLB5215832260,https://http2.mlstatic.com/D_NQ_NP_920879-MLB81179760738_122024-O.jpg
MLB5215832250,001-2412-0072,Steelbook Lord Of The Fallen - Sem Disco,1,Mercado Livre e Mercado Shops,190,175,No Vincular,R$,"Steelbook Lords of the Fallen (Sem o Disco) 
Edição Steelbook de Lords of the Fallen, com design exclusivo.

Itens inclusos:
- Steelbook Lords of the Fallen (vazio, sem disco) 
 
- Com sinais de uso. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215832250,https://www.collectorsguardian.com.br/MLB-5215832250-steelbook-lord-of-the-fallen---sem-disco-_JM#item_id=MLB5215832250,https://http2.mlstatic.com/D_NQ_NP_973366-MLB81442105845_122024-O.jpg
MLB5215780332,001-2412-0071,Scorn - Deluxe Edition Ps5,1,Mercado Livre e Mercado Shops,700,620,No Vincular,R$,"Scorn - Deluxe Edition (PlayStation 5) 
Uma experiência de horror atmosférico e exploração em um mundo inspirado por H.R. Giger. Scorn oferece quebra-cabeças intrigantes e uma ambientação sombria e imersiva. A Deluxe Edition inclui itens exclusivos que enriquecem a jornada.

Itens inclusos:
- Jogo Scorn (mídia física) 
- Luva original Deluxe Edition, com detalhes. 
- Steelbook tematico.

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215780332,https://www.collectorsguardian.com.br/MLB-5215780332-scorn---deluxe-edition-ps5-_JM#item_id=MLB5215780332,https://http2.mlstatic.com/D_NQ_NP_943856-MLB81173830168_122024-O.jpg
MLB5215767848,001-2412-0070,Dragons Crown Pro Battle-hardened Edition - Ps4,1,Mercado Livre e Mercado Shops,650,550,No Vincular,R$,"Dragon's Crown Pro - Battle-Hardened Edition (PS4) 
Uma edição especial do aclamado RPG de ação Dragon's Crown Pro, com gráficos aprimorados em 4K e trilha sonora reorquestrada. A Battle-Hardened Edition inclui itens exclusivos que celebram a grandiosidade do jogo.

Itens inclusos:
- Jogo Dragon's Crown Pro (mídia física) 
- Steelbook exclusivo 
- Conjunto de cartões de habilidade colecionáveis 

- Produto em bom estado, com disco e itens muito bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215767848,https://www.collectorsguardian.com.br/MLB-5215767848-dragons-crown-pro-battle-hardened-edition---ps4-_JM#item_id=MLB5215767848,https://http2.mlstatic.com/D_NQ_NP_712444-MLB81173581576_122024-O.jpg
MLB5215767836,001-2412-0069,Final Fantasy Type-0 Hd - Steelbook Edition (ps4),1,Mercado Livre e Mercado Shops,385,335,No Vincular,R$,"Final Fantasy Type-0 HD - Steelbook Edition (PS4) 
Aclamado RPG de ação da franquia Final Fantasy, com uma narrativa intensa e combates dinâmicos. A Steelbook Edition conta com uma case exclusiva, tornando-a um item indispensável para colecionadores.

Itens inclusos:
- Jogo Final Fantasy Type-0 HD (mídia física) 
- Steelbook exclusivo 

- Produto com detalhes visiveis.
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215767836,https://www.collectorsguardian.com.br/MLB-5215767836-final-fantasy-type-0-hd---steelbook-edition-(ps4)-_JM#item_id=MLB5215767836,https://http2.mlstatic.com/D_NQ_NP_983261-MLB81441472957_122024-O.jpg
MLB5215754710,001-2412-0068,The Order 1886 Limited Steelbook Edition - Ps4,1,Mercado Livre e Mercado Shops,465,420,No Vincular,R$,"The Order: 1886 - Limited Steelbook Edition (PS4) 
Viva uma experiência cinematográfica em The Order: 1886, um jogo de ação e aventura ambientado em uma Londres alternativa do século XIX. 

Itens inclusos:
- Jogo The Order: 1886 (mídia física) 
- Steelbook exclusivo 

- Produto em otimo estado, com disco e Steelbook muito bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215754710,https://www.collectorsguardian.com.br/MLB-5215754710-the-order-1886-limited-steelbook-edition---ps4-_JM#item_id=MLB5215754710,https://http2.mlstatic.com/D_NQ_NP_805506-MLB81173581642_122024-O.jpg
MLB5215743314,001-2412-0067,Narcos: Rise Of The Cartels - Ps4,1,Mercado Livre e Mercado Shops,249,280,No Vincular,R$,"Narcos: Rise of the Cartels - PS4 (Lacrado)  

Jogo baseado na famosa série de TV, Narcos: Rise of the Cartels combina ação e estratégia, permitindo que você escolha entre liderar o Cartel de Medellín ou a DEA em sua luta pelo controle. Um título emocionante que recria a atmosfera da série.

Itens inclusos:
- Jogo Narcos: Rise of the Cartels (mídia física, lacrado)  
- Caixa original selada  

Condição: S 
- Produto lacrado, em estado impecável.  

Benefícios comprando conosco:
- Suporte completo para uma transação segura   

Explore nosso catálogo para mais opções!",Mercado Envios grátis,Mercado Envios grátis,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215743314,https://www.collectorsguardian.com.br/MLB-5215743314-narcos:-rise-of-the-cartels---ps4-_JM#item_id=MLB5215743314,https://http2.mlstatic.com/D_NQ_NP_835288-MLB81300642749_122024-O.jpg
MLB5215211746,001-2412-0066,Shadow Of The Tomb Raider Croft - Steelbook Edition - Ps4,1,Mercado Livre e Mercado Shops,450,385,No Vincular,R$,"Shadow of the Tomb Raider - PS4 
O emocionante capítulo final da trilogia de origem de Lara Croft. Explore ambientes deslumbrantes, resolva quebra-cabeças desafiadores e enfrente inimigos em uma jornada que definirá Lara como a Tomb Raider definitiva.

Itens inclusos:
- Jogo Shadow of the Tomb Raider (mídia física) 
- Caixa original 

Condição: 
- Produto em otimo estado, com disco e embalagem muito bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5215211746,https://www.collectorsguardian.com.br/MLB-5215211746-shadow-of-the-tomb-raider-croft---steelbook-edition---ps4-_JM#item_id=MLB5215211746,https://http2.mlstatic.com/D_NQ_NP_621007-MLB81297311987_122024-O.jpg
MLB5214376748,001-2412-0065,Sekiro: Shadows Die Twice - Steelbook (sem Disco),1,Mercado Livre e Mercado Shops,380,350,No Vincular,R$,"Sekiro: Shadows Die Twice - Steelbook (Sem o Disco) 

Edição Steelbook de Sekiro: Shadows Die Twice, com arte exclusiva e design premium. Um item especial para colecionadores que desejam uma peça única em sua coleção.

Itens inclusos:
- Steelbook Sekiro: Shadows Die Twice (vazio, sem disco) 
 
- Em bom estado de conservação. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5214376748,https://www.collectorsguardian.com.br/MLB-5214376748-sekiro:-shadows-die-twice---steelbook-(sem-disco)-_JM#item_id=MLB5214376748,https://http2.mlstatic.com/D_NQ_NP_722985-MLB81012799974_122024-O.jpg
MLB5214371224,001-2412-0064,Hitman: The Complete Firts Season - Edition Steelbook - Ps4,1,Mercado Livre e Mercado Shops,220,190,No Vincular,R$,"Hitman: The Complete First Season 

Aclamado jogo de stealth e ação, Hitman: The Complete First Season reúne todas as missões da temporada inicial, com locais icônicos e desafios únicos que testam suas habilidades como agente 47.

Itens inclusos:
- Jogo Hitman: The Complete First Season (mídia física) 

- Produto em bom estado, com disco e embalagem bem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5214371224,https://www.collectorsguardian.com.br/MLB-5214371224-hitman:-the-complete-firts-season---edition-steelbook---ps4-_JM#item_id=MLB5214371224,https://http2.mlstatic.com/D_NQ_NP_633059-MLA81279491345_122024-O.jpg
MLB5207397348,001-2412-0007,Just Cause 4 - Steelbook Edition - Lacrado Ps4,1,Mercado Livre e Mercado Shops,450,400,No Vincular,R$,"Just Cause 4 Steelbook Edition - PS4

Entre na aventura eletrizante de Just Cause 4 com a exclusiva Edição Steelbook.. Esta edição vem com uma capa de metal (steelbook) exclusiva, que apresenta um design robusto e atraente, refletindo a intensidade e a ação do jogo.

Inclui:

Jogo Just Cause 4 para PS4
Capa Steelbook exclusiva com arte especial
A Steelbook Edition é perfeita para quem busca uma versão mais exclusiva do jogo, ideal para exibir na estante ou para jogar.

Condição: O item está em ótimo estado de conservação, com todos os componentes originais presentes.",Mercado Envios grátis,Mercado Envios grátis,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5207397348,https://www.collectorsguardian.com.br/MLB-5207397348-just-cause-4---steelbook-edition---lacrado-ps4-_JM#item_id=MLB5207397348,https://http2.mlstatic.com/D_NQ_NP_982085-MLB80897447648_122024-O.jpg
MLB5208238318,001-2412-0006,Far Cry 5 Gold Edition - Ps4,1,Mercado Livre e Mercado Shops,850,790,No Vincular,R$,"Far Cry 5 - Gold Edition

Far Cry 5 - Gold Edition oferece uma aventura intensa em um mundo aberto situado em Hope County, Montana. Esta versão estendida do jogo original inclui não apenas o jogo base, mas também Steelbook tematico exclusivo disponível para maximizar a experiência de jogo. Enfrente o culto apocalíptico Eden's Gate e seu carismático líder, Joseph Seed, em uma luta pela liberdade de uma comunidade oprimida.",Mercado Envios grátis,Mercado Envios grátis,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5208238318,https://www.collectorsguardian.com.br/MLB-5208238318-far-cry-5-gold-edition---ps4-_JM#item_id=MLB5208238318,https://http2.mlstatic.com/D_NQ_NP_641175-MLB81178846253_122024-O.jpg
MLB5209094070,001-2412-0005,Killzone: Shadow Fall Steelbook  - Ps4,1,Mercado Livre e Mercado Shops,285,255,No Vincular,R$,"Killzone: Shadow Fall 
Jogo de ação e ficção científica exclusivo para PlayStation 4, ambientado em um futuro distópico. Um título obrigatório para fãs de gráficos impressionantes e gameplay intenso.

Itens inclusos:
- Jogo Killzone: Shadow Fall (mídia física) 
- Steelbook com pequenos detalhes.

- Em em bom estado, com disco e embalagem conservados. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5209094070,https://www.collectorsguardian.com.br/MLB-5209094070-killzone:-shadow-fall-steelbook----ps4-_JM#item_id=MLB5209094070,https://http2.mlstatic.com/D_NQ_NP_974133-MLB81448899021_122024-O.jpg
MLB5209199748,001-2412-0004,Bayonetta Vanquish Steelbook Edition - Ps4,1,Mercado Livre e Mercado Shops,670,585,No Vincular,R$,"Este pacote celebra o 10º aniversário de dois icônicos jogos de ação, Bayonetta e Vanquish. Lançado para PlayStation 4, este bundle oferece ambos os jogos em resolução 4K e 60fps, proporcionando uma experiência visualmente deslumbrante e uma jogabilidade fluida.

Inclui:

Bayonetta: Jogo completo em alta definição.
Vanquish: Jogo completo com melhorias gráficas.

As imagens fornecidas são do próprio produto, permitindo que você julgue o estado de conservação por si mesmo. Obs: Ao efetuar o pagamento à vista, é possível obter descontos. Além disso, em caso de compra de vários itens! Consulte nosso catálogo e não hesite em entrar em contato conosco para mais informações.",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5209199748,https://www.collectorsguardian.com.br/MLB-5209199748-bayonetta-vanquish-steelbook-edition---ps4-_JM#item_id=MLB5209199748,https://http2.mlstatic.com/D_NQ_NP_852159-MLB81187131599_122024-O.jpg
MLB5209205266,001-2412-0003,Dragon Ball Z: Kakarot Steelbook Edition - Sem Disco Ps4,1,Mercado Livre e Mercado Shops,180,150,No Vincular,R$,"Dragon Ball Z: Kakarot - Steelbook (Sem o Disco) 
Edição Steelbook do jogo Dragon Ball Z: Kakarot, com arte exclusiva e design premium. Perfeito para fãs da amada franquia.

Itens inclusos:
- Steelbook Dragon Ball Z: Kakarot (vazio, sem disco) 

Condição: B 
- Apresenta perfeito estado de uso.
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5209205266,https://www.collectorsguardian.com.br/MLB-5209205266-dragon-ball-z:-kakarot-steelbook-edition---sem-disco-ps4-_JM#item_id=MLB5209205266,https://http2.mlstatic.com/D_NQ_NP_706554-MLB81187770505_122024-O.jpg
MLB5211517592,001-2412-0002,2k Essentials Collection - Ps3 - Lacrado,1,Mercado Livre e Mercado Shops,450,400,No Vincular,R$,"2K Essentials Collection - PS3 
Uma coleção indispensável para fãs de jogos de esporte e ação, apresentando três grandes sucessos da 2K em um único pacote. Diversão garantida para jogadores de PlayStation 3.

Itens inclusos:
- Jogo 2K Essentials Collection (mídia física, com três títulos inclusos) Bioshock, Borderlands e 
XCOM: Enemy Unknown 

Condição:  
- Produto em bom estado geral de conservação. 
- Imagens reais detalham a condição do produto. 

Benefícios comprando conosco:
- Suporte completo para uma transação segura",Mercado Envios por conta do comprador,Envios por conta própria,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5211517592,https://www.collectorsguardian.com.br/MLB-5211517592-2k-essentials-collection---ps3---lacrado-_JM#item_id=MLB5211517592,https://http2.mlstatic.com/D_NQ_NP_759671-MLB81216682427_122024-O.jpg
